Date,Open,High,Low,Close,SMAVG (12)  on Close,Volume,SMAVG (15),ATR(5) (KOSPI),RSI (14)  on Close (KOSPI)
2016-08-28,2054.37,2054.71,2027.68,2037.5,2004.39,1550000000,2077333376,34.7584,56.8273
2016-08-21,2056,2063.09,2032.53,2056.24,2000.08,1510000000,2112666624,37.8577,60.1499
2016-08-14,2025.55,2060.84,2018.81,2050.47,1992.82,1760000000,2078092032,41.5065,59.4725
2016-08-07,2024.71,2031.58,1993,2017.94,1984.26,1880000000,2098092032,40.8096,55.5131
2016-07-31,2014.74,2030.69,2006.63,2016.19,1980.01,1820000000,2108758656,41.9244,55.2949
2016-07-24,2018.22,2023.22,2002.66,2010.34,1976.72,1790000000,2091425280,50.8567,54.6039
2016-07-17,1979.36,2022.34,1977.81,2017.26,1975.37,1950000000,2100092032,66.0051,55.547
2016-07-10,1989.44,1997.37,1944.33,1963.1,1975.23,2070000000,2096092032,69.3876,49.1657
2016-07-03,1901.85,1993.98,1900.83,1987.32,1979.53,2020000000,2083425280,77.5614,52.2823
2016-06-26,1974.43,2001.55,1892.75,1925.24,1978.25,2560000000,2054758656,69.7671,43.8039
2016-06-19,2001.03,2001.79,1944.8,1953.4,1982.28,2180000000,1998092032,50.2507,47.3473
2016-06-12,1993.08,2035.27,1992.77,2017.63,1984.82,1980000000,1942092032,38.961,57.1365
2016-06-05,1969.72,1991.58,1955.49,1985.84,1982.69,2720000000,1907425280,33.7265,52.6359
2016-05-29,1954.26,1971.27,1937.67,1969.17,1981.49,2660000000,1836758656,32.5448,50.084
2016-05-22,1961.91,1975.1,1940.36,1947.67,1980.36,2710000128,1716553984,32.0172,46.6408
2016-05-15,1974.52,1989.17,1962.77,1966.99,1978.07,2080000000,1664553984,30.6559,49.4893
2016-05-08,1991.84,1991.84,1969.22,1976.71,1973.84,991379968,1639220608,32.7838,50.9427
2016-05-01,2016.05,2022.99,1983.3,1994.15,1962.05,2060000000,1697128704,36.7107,53.5637
2016-04-24,2001.35,2023.77,1998.49,2015.49,1955.69,2040000000,1660461952,35.221,56.8893
2016-04-17,1972.25,2016.95,1963.21,2014.71,1947.07,1560000000,1672461952,40.1915,56.7982
2016-04-10,1974.73,1980.43,1954.11,1972.05,1935.8,1920000000,1641795328,33.4173,51.6086
2016-04-03,1984.93,2009.1,1970.17,1973.57,1928.03,1890000000,1655128704,36.9659,51.8145
2016-03-27,1999.25,2003.12,1981.17,1983.81,1923.37,1880000000,1689795328,35.9839,53.141
2016-03-20,1985.74,2000.3,1966.44,1992.12,1921.49,1590000000,1692461952,43.0008,54.1863
2016-03-13,1961.26,1976.19,1935.55,1971.41,1921.37,1710000000,1746461952,47.5711,52.0013
2016-03-06,1921.76,1958.46,1916.66,1955.63,1921.7,1340000000,1774461952,51.0368,50.325
2016-02-28,1911.56,1929.53,1905.85,1920.16,1921.11,1460000000,1833795328,55.6552,46.4194
2016-02-21,1857.33,1916.24,1847.6,1916.24,1925.63,1660000000,1861128704,71.6428,45.9836
2016-02-14,1872.68,1877.77,1817.97,1835.28,1935.03,856929984,1905128704,66.9842,35.9999
2016-02-07,1919.62,1926.11,1882.75,1917.79,1947.91,1930000000,1992666624,50.5662,43.6315
2016-01-31,1890.15,1912.07,1862.98,1912.06,1952.54,1700000000,2110666624,54.1694,42.8503
2016-01-24,1856.03,1889.9,1830.06,1879.43,1963.29,1860000000,2192666624,56.7091,38.3306
2016-01-17,1897.18,1921,1873.35,1878.87,1975.79,1510000000,2246666752,55.1436,38.2528
2016-01-10,1954.47,1954.52,1883.82,1917.62,1989.25,2220000000,2296666624,58.8904,41.6281
2016-01-03,1990.59,1991.19,1946.21,1961.31,1998.64,1100000000,2392000000,49.5905,45.865
2015-12-27,1974.26,2009.99,1968.14,1990.65,2003.49,2120000000,2476666624,51.8958,48.9733
2015-12-20,1926.36,1987.83,1919.22,1975.32,2001.74,2409999872,2479333376,56.9187,47.2385
2015-12-13,1987.62,1988.04,1940.4,1948.62,1999.04,1920000000,2430666752,51.0731,44.1686
2015-12-06,2022.38,2026.33,1970.48,1974.4,2002.98,2400000000,2452666624,52.7896,46.5995
2015-11-29,1995.92,2038.72,1992.86,2028.99,2000.23,2130000000,2456000000,49.9294,52.2545
2015-11-22,1945.68,1993.97,1942.85,1989.86,1988.31,2230000128,2419333376,50.464,48.0591
2015-11-15,2038.59,2038.59,1969.71,1973.29,1983.96,1870000000,2386666496,50.1361,46.2003
2015-11-08,2033.15,2056.12,2028.2,2041.07,1975.86,2320000000,2429999872,39.5241,53.4684
2015-11-01,2049.41,2064.72,2027.8,2029.47,1971.06,2169999872,2549333248,45.3261,52.2753
2015-10-25,2032.36,2054.82,2019.53,2040.4,1969.46,3700000000,2609333248,49.5291,53.475
2015-10-18,2022.33,2038.06,2002.63,2030.26,1968.61,2929999872,2510666752,56.6487,52.5367
2015-10-11,1981.6,2020.19,1975.55,2019.53,1969.91,2670000128,2472000000,67.258,51.577
2015-10-04,1915.46,1986.01,1915.04,1969.68,1974.69,2260000000,2432000000,75.632,46.9498
2015-09-27,1973.24,1983.99,1932.49,1942.85,1979.81,3649999872,2404000000,77.963,44.2892
2015-09-20,1947.65,1996.47,1921.45,1995.95,1993.27,2369999872,2300000000,85.2145,48.7857
2015-09-13,1883.36,1962.11,1868.48,1941.37,2001.13,2160000000,2294000128,90.3118,43.2904
2015-09-06,1934.12,1941.49,1879.94,1886.04,2009.93,1680000000,2262666752,88.6527,36.919
2015-08-30,1860.03,1938.61,1800.75,1937.67,2023.78,2249999872,2294666752,102.204,40.9007
2015-08-23,1991.05,1991.05,1856.91,1876.07,2034.65,2449999872,2279333376,84.376,32.881
2015-08-16,2008.44,2021.81,1948.91,1983.46,2054.54,1580000000,2217333248,59.4939,42.1374
2015-08-09,2026.25,2038.41,2001.13,2010.23,2068.09,1740000000,2230000128,52.7909,45.0745
2015-08-02,2034.82,2055.95,2004.7,2030.16,2076.11,2520000000,2305333248,60.5463,47.3565
2015-07-26,2077.09,2088.24,2040.3,2045.96,2080.73,4110000128,2310666752,65.1945,49.1898
2015-07-19,2033.25,2101.22,2030.21,2076.79,2087.5,3070000128,2212666624,73.8217,52.9003
2015-07-12,2076.06,2089.86,1983.78,2031.17,2094.41,2220000000,2187333376,75.2276,47.4541
2015-07-05,2056.44,2110.81,2049.44,2104.41,2103.77,2350000128,2163333376,52.5264,57.3379
2015-06-28,2059.6,2097.01,2050.3,2090.26,2102.39,2070000000,2130666624,48.1046,55.6819
2015-06-21,2041.07,2057.71,2008.46,2046.96,2098.65,1840000000,2115333376,47.1318,50.1878
2015-06-14,2068.51,2080.03,2044.87,2052.17,2096.39,2090000000,2123333376,46.0727,50.8927
2015-06-07,2110.12,2110.88,2059.34,2068.1,2095.14,2280000000,2106666624,51.5291,53.0065
2015-05-31,2146.47,2148.7,2103.64,2114.8,2088.28,1690000000,1998364672,49.5637,59.7636
2015-05-24,2108.15,2146.1,2099.48,2146.1,2079.79,2160000000,1994364672,51.8154,64.9136
2015-05-17,2106.12,2134.36,2088.64,2106.5,2066.44,2020000000,1969698048,54.4131,60.9615
2015-05-10,2134.51,2139.3,2067.99,2085.52,2054.35,1520000000,1970364672,57.1996,58.6713
2015-05-03,2169.14,2169.14,2121.29,2127.17,2043.68,1770000000,1973698048,50.1444,65.7856
2015-04-26,2126.55,2189.54,2125.88,2159.8,2029.38,2870000128,1956364672,51.2917,72.1501
2015-04-19,2094.1,2144.76,2088.82,2143.5,2011.83,2600000000,1863031296,45.1075,70.8416
2015-04-12,2049.87,2089.09,2043.26,2087.76,1994.55,2640000000,1741766016,39.1612,65.7285
2015-04-05,2026.6,2046.9,2018.12,2045.42,1977.91,2689999872,1646432640,35.8268,60.8913
2015-03-29,2043.22,2046.97,2016.88,2019.8,1967.85,1860000000,1573766016,39.3501,57.5226
2015-03-22,1985.59,2047.13,1982.26,2037.24,1960.07,1860000000,1577099392,43.9802,60.8348
2015-03-15,2004.94,2005.81,1969.13,1985.79,1952.65,1840000000,1551099392,33.5353,53.5
2015-03-08,1996.72,2013.73,1988.33,2012.94,1948,1960000000,1528432640,28.398,58.9056
2015-03-01,1974.44,1993.43,1966.77,1985.8,1940.4,1840000000,1497099392,28.632,54.6525
2015-02-22,1960.03,1963.44,1952.33,1961.45,1940.46,655470016,1482432640,26.9579,50.3736
2015-02-15,1949.5,1957.5,1932.75,1957.5,1942.07,1630000000,1550734720,34.8819,49.658
2015-02-08,1947.91,1970.27,1940.74,1955.52,1942.69,1790000000,1567401344,39.9479,49.3179
2015-02-01,1928.26,1964.13,1924.14,1949.26,1941.82,2030000000,1577401344,45.1568,48.2922
2015-01-25,1902.81,1945.36,1900.26,1936.09,1941.04,1570000000,1550734720,47.7402,46.1638
2015-01-18,1918.18,1925.68,1885.62,1888.13,1943.4,1510000000,1530067968,42.9953,37.4589
2015-01-11,1921.96,1929.1,1876.27,1924.7,1946.53,1470000000,1518734720,44.4629,42.3019
2015-01-04,1937.27,1941.33,1909.67,1926.44,1944.53,781020032,1535401344,40.2794,42.5449
2014-12-28,1938.16,1954.77,1928.89,1948.16,1945.73,1210000000,1604000000,41.1742,45.5801
2014-12-21,1903.12,1930.08,1881.73,1929.98,1948.07,1600000000,1569738624,48.8212,42.3854
2014-12-14,1988.8,1990.04,1915,1921.71,1956.54,1910000000,1573072000,49.0569,40.9205
2014-12-07,1971.95,1989.17,1954.4,1986.62,1967.55,1470000000,1546405376,36.0653,50.2288
2014-11-30,1982.48,1994.82,1972.95,1980.78,1972.15,1500000000,1550405376,36.7129,49.2646
2014-11-23,1941.83,1974.41,1935.95,1964.84,1977.87,1490000000,1527072000,40.0794,46.6449
2014-11-16,1952.79,1974.69,1940.49,1945.14,1986.51,1620000000,1536405376,40.889,43.2842
2014-11-09,1959.66,1961.04,1923.05,1939.87,1995.81,1680000000,1545738624,43.9235,42.3827
2014-11-02,1933.91,1967.08,1924.37,1964.43,2006.09,1880000000,1533738624,45.1953,45.5134
2014-10-26,1918.84,1944.45,1911.03,1925.69,2011.64,1940000000,1513072000,46.438,38.9032
2014-10-19,1919.48,1940.21,1896.54,1900.66,2023.93,1630000000,1475072000,47.762,34.1072
2014-10-12,1987.89,1988.39,1931.88,1940.92,2035.03,1260000000,1450405376,49.453,38.6371
2014-10-05,2035.93,2036.44,1966.17,1976.16,2041.57,1340000000,1453738624,45.9245,43.3128
2014-09-28,2053.3,2053.3,2018.7,2031.64,2042.62,1720000000,1443072000,33.7519,52.6222
2014-09-21,2039.03,2063.26,2028.8,2053.82,2040.79,1810000000,1405738624,33.0677,57.185
2014-09-14,2046.97,2052.16,2034.13,2041.86,2035.34,696080000,1335367296,32.3716,55.2418
2014-09-07,2067.8,2072.59,2040.44,2049.41,2029.19,1650000000,1362295296,39.5425,56.7516
2014-08-31,2049.16,2088.86,2044.2,2068.54,2024.31,1510000000,1332962048,43.2386,60.6518
2014-08-24,2070.95,2082.21,2041.91,2056.7,2018.22,1530000000,1310295296,42.5278,59.0338
2014-08-17,2048.18,2073.42,2037.8,2063.22,2013.08,1150000000,1249673984,43.6418,60.3018
2014-08-10,2080.77,2083.05,2026.56,2031.1,2009.24,1630000000,1223227392,44.3027,55.9763
